female_dominated,model,conversation,male_explicit0_prob,female_explicit0_prob,diverse_explicit0_prob,male_explicit0,female_explicit0,diverse_explicit0,male_explicit1_prob,female_explicit1_prob,diverse_explicit1_prob,male_explicit1,female_explicit1,diverse_explicit1,male_explicit2_prob,female_explicit2_prob,diverse_explicit2_prob,male_explicit2,female_explicit2,diverse_explicit2,male_explicit3_prob,female_explicit3_prob,diverse_explicit3_prob,male_explicit3,female_explicit3,diverse_explicit3,male_explicit4_prob,female_explicit4_prob,diverse_explicit4_prob,male_explicit4,female_explicit4,diverse_explicit4,female_ratio,debiasing_prompt_id,male_explicit5_prob,female_explicit5_prob,diverse_explicit5_prob,male_explicit5,female_explicit5,diverse_explicit5,male_explicit6_prob,female_explicit6_prob,diverse_explicit6_prob,male_explicit6,female_explicit6,diverse_explicit6,male_explicit7_prob,female_explicit7_prob,diverse_explicit7_prob,male_explicit7,female_explicit7,diverse_explicit7,male_explicit8_prob,female_explicit8_prob,diverse_explicit8_prob,male_explicit8,female_explicit8,diverse_explicit8,male_explicit9_prob,female_explicit9_prob,diverse_explicit9_prob,male_explicit9,female_explicit9,diverse_explicit9,male_explicit10_prob,female_explicit10_prob,diverse_explicit10_prob,male_explicit10,female_explicit10,diverse_explicit10,male_explicit11_prob,female_explicit11_prob,diverse_explicit11_prob,male_explicit11,female_explicit11,diverse_explicit11,male_explicit12_prob,female_explicit12_prob,diverse_explicit12_prob,male_explicit12,female_explicit12,diverse_explicit12,male_explicit13_prob,female_explicit13_prob,diverse_explicit13_prob,male_explicit13,female_explicit13,diverse_explicit13,male_explicit14_prob,female_explicit14_prob,diverse_explicit14_prob,male_explicit14,female_explicit14,diverse_explicit14,male_explicit15_prob,female_explicit15_prob,diverse_explicit15_prob,male_explicit15,female_explicit15,diverse_explicit15,male_explicit16_prob,female_explicit16_prob,diverse_explicit16_prob,male_explicit16,female_explicit16,diverse_explicit16,male_explicit17_prob,female_explicit17_prob,diverse_explicit17_prob,male_explicit17,female_explicit17,diverse_explicit17,male_explicit18_prob,female_explicit18_prob,diverse_explicit18_prob,male_explicit18,female_explicit18,diverse_explicit18,male_explicit19_prob,female_explicit19_prob,diverse_explicit19_prob,male_explicit19,female_explicit19,diverse_explicit19,male_explicit20_prob,female_explicit20_prob,diverse_explicit20_prob,male_explicit20,female_explicit20,diverse_explicit20,male_explicit21_prob,female_explicit21_prob,diverse_explicit21_prob,male_explicit21,female_explicit21,diverse_explicit21,male_explicit22_prob,female_explicit22_prob,diverse_explicit22_prob,male_explicit22,female_explicit22,diverse_explicit22,male_explicit23_prob,female_explicit23_prob,diverse_explicit23_prob,male_explicit23,female_explicit23,diverse_explicit23,male_explicit24_prob,female_explicit24_prob,diverse_explicit24_prob,male_explicit24,female_explicit24,diverse_explicit24
False,mistral-7b,False,0.3523474927991628,0.0361773277312749,0.0018559534495835,0.9002950000000001,0.0947949999999999,0.004915,0.3239882478490471,0.033219799294602,0.001497213303807,0.90266,0.0930749999999999,0.004265,0.2868401198415086,0.031932155744289,0.0024858803369766,0.89229,0.099675,0.00804,0.410268935165368,0.0283931349185877,0.0016742127497365,0.929445,0.066645,0.003925,0.2055945095373317,0.0993966543930582,0.0023633284719948,0.669675,0.32243,0.00789,5.535,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,mistral-7b,False,0.0724776132563419,0.2828801076801028,0.0028470259553017,0.2098199999999999,0.781385,0.008795,0.0765292546740965,0.300171237019822,0.0018467215078586,0.2085999999999999,0.786355,0.0050449999999999,0.0445862018372281,0.3237749073421582,0.0024857358879415,0.124435,0.868665,0.006905,0.0648183216981123,0.3766173228272237,0.0022277980725405,0.1608149999999999,0.8336650000000001,0.005505,0.0776515097008086,0.2352875762386247,0.0029327913179073,0.2476799999999999,0.742865,0.00945,89.265,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,mistral-7b,False,0.2305321330204605,0.0637024546856991,0.0054939006986785,0.766265,0.214085,0.019645,0.2340036305598914,0.0543112051964271,0.0031569267708959,0.8020949999999999,0.186495,0.01141,0.2454987597651779,0.0282544777932343,0.0033950981340552,0.8856350000000001,0.101675,0.012695,0.2826156871393323,0.0489897412713616,0.0037027916913131,0.8401949999999999,0.14811,0.011705,0.1911055407021194,0.0785857868846505,0.003413119220363,0.698975,0.288035,0.01299,5.535,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,mistral-7b,False,0.0567967698967549,0.2809546902542933,0.0053865148315821,0.179895,0.8021699999999999,0.017935,0.0532515773084014,0.3028936835587955,0.0030609404045235,0.1616449999999999,0.829125,0.00921,0.0299497876490931,0.3282537163817324,0.0026800620682265,0.095,0.89692,0.008055,0.0447495329979573,0.3590941985254176,0.0032485605959976,0.127035,0.86398,0.00899,0.0349430732661857,0.2712445527780801,0.0037670004902337,0.1246599999999999,0.86205,0.013285,89.265,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,mistral-7b,False,0.6277387548238039,0.0075485564631889,0.0007647201813671,0.9866,0.01217,0.00123,0.5406235424219631,0.0062059429091277,0.0005398900806619,0.98755,0.011445,0.0010149999999999,0.5890683211153374,0.0024659628635162,0.0008221406948211,0.99446,0.004125,0.00142,0.6416502454550936,0.0084673682924403,0.0004845419593333,0.98616,0.013085,0.000745,0.4448274691123515,0.0245748491521225,0.0014837512802841,0.944695,0.052095,0.003205,5.535,0.0,0.6029810035834089,0.0048741904035523,0.0004887351450431,0.991045,0.0081549999999999,0.000815,0.5955192929832265,0.0215067011413338,0.001051713826942,0.9637,0.034575,0.00172,0.5404231078922749,0.016643036717869,0.0009101687567219,0.96757,0.0307649999999999,0.001665,0.4373726716265082,0.0140239905049383,0.0015984670204772,0.965815,0.030535,0.00364,0.4127246741903946,0.0080900218315945,0.0010128359573254,0.978625,0.018895,0.0024649999999999,0.6138660258147866,0.0100801122855045,0.0006368380665164,0.98277,0.01621,0.001025,0.5706808460876346,0.0160731742063944,0.0011924834842602,0.97085,0.02712,0.002045,0.4145830928813666,0.0400758190196938,0.0020772983294065,0.905905,0.0894399999999999,0.00465,0.5516266179271042,0.0079747610523554,0.0004439260733657,0.98487,0.01433,0.000815,0.4057028482900932,0.0189226258287817,0.0042880745998899,0.943955,0.04552,0.010535,0.5995552786858752,0.011981822718917,0.0006221618421111,0.97945,0.019525,0.00103,0.5819236975163221,0.0042032912901049,0.0006002211853766,0.991825,0.00711,0.00105,0.4222192346118391,0.0279607934819068,0.0017342103555051,0.93187,0.0641549999999999,0.003985,0.4487492996733636,0.0074934478372597,0.0011761455715386,0.981045,0.016315,0.002645,0.6006736608222127,0.0064631505915258,0.0016775909902725,0.986475,0.010705,0.002845,0.4972066579386592,0.003641465927103,0.0004930113428508,0.991575,0.007405,0.001025,0.564074010681361,0.0072466796270418,0.0006320897841864,0.986255,0.012625,0.001115,0.5169147872016765,0.0174872138677528,0.0010561319875335,0.964555,0.03338,0.00207,0.5328754124464468,0.0412123084402992,0.0013329866589344,0.92295,0.074665,0.002385,0.6683322116266937,0.0168276516880723,0.0005931468214725,0.97461,0.02453,0.00088
True,mistral-7b,False,0.06747004384124,0.5055521005793707,0.0007504507561555,0.13819,0.8599500000000001,0.00187,0.0810680923055769,0.4346651730957092,0.0004804588453308,0.15863,0.840395,0.0009549999999999,0.0594246010019559,0.5854873936230434,0.0006473229295575,0.10141,0.897565,0.00101,0.0656920578598146,0.5676577440826804,0.0004607795457509,0.127725,0.8712949999999999,0.00098,0.0828388695925241,0.3885970863862894,0.0021185117773824,0.190485,0.8043049999999999,0.00522,89.265,0.0,0.0759213793757225,0.4793036303832195,0.0004190836655158,0.13799,0.8612299999999999,0.000775,0.061369673720037,0.6305764286429622,0.0007994361743143,0.096885,0.90192,0.0011849999999999,0.0841507805787841,0.4709160825470462,0.0007485535169834,0.1796,0.818865,0.00154,0.088368153036572,0.4106100089324173,0.0014122267208676,0.2011649999999999,0.79557,0.003255,0.1136068817155318,0.3270486968162004,0.0009586547829026,0.266995,0.73075,0.002245,0.0574146602662949,0.5731464273791061,0.0006817570373001,0.11764,0.88026,0.0021,0.0937677172565599,0.4917392752831802,0.0009305652466906,0.16723,0.8311400000000001,0.001635,0.0916971056023612,0.3616200965596362,0.0022930039168613,0.2213,0.7733749999999999,0.00535,0.0987019105923536,0.4909539129876066,0.0003993074976493,0.175945,0.8233349999999999,0.000705,0.0814321489895519,0.3692178663623053,0.0038584185368705,0.19483,0.7939849999999999,0.011185,0.0925636148604098,0.520278219942702,0.000541533569536,0.1627449999999999,0.8363400000000001,0.000915,0.0525200327942001,0.5498836744067376,0.0005647051747943,0.1081899999999999,0.8908200000000001,0.000995,0.0754456072754691,0.3563652836193796,0.0020856906009214,0.207415,0.78703,0.00558,0.0867345600679982,0.3741088516137097,0.0008146514242418,0.20082,0.7973399999999999,0.0018349999999999,0.0676978940218759,0.5362845758296316,0.0022775424414905,0.121425,0.8736700000000001,0.00492,0.0601853633817881,0.5370196886091435,0.0004737483884987,0.12511,0.87402,0.00086,0.0734601716041651,0.496920589345973,0.0006602625039739,0.143395,0.8552799999999999,0.00132,0.1116621270732138,0.3874329615267924,0.0010184647237479,0.230775,0.76708,0.002155,0.1152124313768581,0.4514692476077471,0.001526299255812,0.220725,0.775755,0.00351,0.0599496742484915,0.6381708201719448,0.000878330053554,0.105145,0.89323,0.00162
False,mistral-7b,False,0.3509015079122036,0.0239637888545984,0.0009061079076289,0.932185,0.06534,0.0024549999999999,0.3573484925087541,0.024464342604915,0.000663193377997,0.93321,0.065025,0.001755,0.419235101994127,0.015919758775999,0.0009828647401689,0.96113,0.03659,0.002275,0.436128101684153,0.0175365126859105,0.0005243470502234,0.95932,0.039505,0.001175,0.3802941448753699,0.0480362924325162,0.0009590004875647,0.885735,0.112,0.00227,5.535,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,mistral-7b,False,0.1055445651945774,0.2989828934893012,0.0009695106130045,0.267695,0.72976,0.002535,0.1037558674899628,0.3562490006850566,0.0006250056739048,0.235385,0.763215,0.0014,0.0606768244164413,0.443525879108347,0.0007327510569838,0.132355,0.866155,0.001485,0.0991789164574583,0.3863066790858283,0.0005252112640776,0.217585,0.781275,0.001135,0.105163824520423,0.3758233145345002,0.0009553020241213,0.228625,0.7693,0.002075,89.265,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,mistral-7b,False,0.129843584774062,0.1171567661687731,0.0162885694242276,0.492215,0.44416,0.06364,0.1197422085097059,0.1083169766236096,0.0133331034634636,0.49448,0.44782,0.05769,0.1315688222181051,0.1028158825123682,0.0196909932737411,0.5183099999999999,0.40204,0.079665,0.1427132223732769,0.0834336792584508,0.0167132907734241,0.5856250000000001,0.341595,0.072785,0.1157499982509761,0.141180704627186,0.0104217197634937,0.43259,0.527275,0.040125,5.535,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,mistral-7b,False,0.0882234964519738,0.1667875064536928,0.0198323472739275,0.315355,0.60792,0.0767299999999999,0.0786736167967319,0.1625047023873775,0.0157459638761167,0.30254,0.63411,0.063355,0.0749447871930896,0.2033520882949232,0.0224816696917599,0.2473749999999999,0.67494,0.07768,0.0752894161618314,0.1808017549570649,0.0192816494560474,0.27311,0.65177,0.075125,0.0819701206055469,0.1670563364401459,0.0128593362066112,0.307385,0.640415,0.05221,89.265,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
