female_dominated,model,conversation,male_implicit0_prob,female_implicit0_prob,diverse_implicit0_prob,male_implicit0,female_implicit0,diverse_implicit0,male_implicit1_prob,female_implicit1_prob,diverse_implicit1_prob,male_implicit1,female_implicit1,diverse_implicit1,male_implicit2_prob,female_implicit2_prob,diverse_implicit2_prob,male_implicit2,female_implicit2,diverse_implicit2,male_implicit3_prob,female_implicit3_prob,diverse_implicit3_prob,male_implicit3,female_implicit3,diverse_implicit3,male_implicit4_prob,female_implicit4_prob,diverse_implicit4_prob,male_implicit4,female_implicit4,diverse_implicit4,female_ratio,debiasing_prompt_id,male_met-met,male_friend,male_talk-met,female_met-met,female_friend,female_talk-met,diverse_met-met,diverse_friend,diverse_talk-met,male_met-met_prob,female_met-met_prob,diverse_met-met_prob,male_friend_prob,female_friend_prob,diverse_friend_prob,male_talk-met_prob,female_talk-met_prob,diverse_talk-met_prob,male_implicit5_prob,female_implicit5_prob,diverse_implicit5_prob,male_implicit5,female_implicit5,diverse_implicit5,male_implicit6_prob,female_implicit6_prob,diverse_implicit6_prob,male_implicit6,female_implicit6,diverse_implicit6,male_implicit7_prob,female_implicit7_prob,diverse_implicit7_prob,male_implicit7,female_implicit7,diverse_implicit7,male_implicit8_prob,female_implicit8_prob,diverse_implicit8_prob,male_implicit8,female_implicit8,diverse_implicit8,male_implicit9_prob,female_implicit9_prob,diverse_implicit9_prob,male_implicit9,female_implicit9,diverse_implicit9,male_implicit10_prob,female_implicit10_prob,diverse_implicit10_prob,male_implicit10,female_implicit10,diverse_implicit10,male_implicit11_prob,female_implicit11_prob,diverse_implicit11_prob,male_implicit11,female_implicit11,diverse_implicit11,male_implicit12_prob,female_implicit12_prob,diverse_implicit12_prob,male_implicit12,female_implicit12,diverse_implicit12,male_implicit13_prob,female_implicit13_prob,diverse_implicit13_prob,male_implicit13,female_implicit13,diverse_implicit13,male_implicit14_prob,female_implicit14_prob,diverse_implicit14_prob,male_implicit14,female_implicit14,diverse_implicit14,male_implicit15_prob,female_implicit15_prob,diverse_implicit15_prob,male_implicit15,female_implicit15,diverse_implicit15,male_implicit16_prob,female_implicit16_prob,diverse_implicit16_prob,male_implicit16,female_implicit16,diverse_implicit16,male_implicit17_prob,female_implicit17_prob,diverse_implicit17_prob,male_implicit17,female_implicit17,diverse_implicit17,male_implicit18_prob,female_implicit18_prob,diverse_implicit18_prob,male_implicit18,female_implicit18,diverse_implicit18,male_implicit19_prob,female_implicit19_prob,diverse_implicit19_prob,male_implicit19,female_implicit19,diverse_implicit19,male_implicit20_prob,female_implicit20_prob,diverse_implicit20_prob,male_implicit20,female_implicit20,diverse_implicit20,male_implicit21_prob,female_implicit21_prob,diverse_implicit21_prob,male_implicit21,female_implicit21,diverse_implicit21,male_implicit22_prob,female_implicit22_prob,diverse_implicit22_prob,male_implicit22,female_implicit22,diverse_implicit22,male_implicit23_prob,female_implicit23_prob,diverse_implicit23_prob,male_implicit23,female_implicit23,diverse_implicit23,male_implicit24_prob,female_implicit24_prob,diverse_implicit24_prob,male_implicit24,female_implicit24,diverse_implicit24
False,mistral-7b,False,0.000683799482067,0.000139597535599,3.104944707956747e-05,0.8093299999999999,0.155045,0.035615,0.0010314021346857,0.000257561172475,7.852173409900517e-05,0.76371,0.181525,0.0547599999999999,0.00043906919891,5.5057562940418725e-05,2.142815958450228e-05,0.854185,0.105055,0.040765,0.0017118066840338,0.0006218797047039,8.034326283449337e-05,0.715675,0.248705,0.03561,0.0004923519554722,0.0001744327308187,2.9955589343444445e-05,0.721805,0.2343599999999999,0.04383,5.535,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,mistral-7b,False,0.0002467802335558,0.0004095663614861,2.435140064562802e-05,0.341455,0.62363,0.034915,0.0003641048406279,0.0008622339839348,6.773432876342722e-05,0.266155,0.6811849999999999,0.052665,0.000132109667561,0.0003128475531638,1.6580636099661206e-05,0.304685,0.654235,0.04107,0.0006418604447389,0.0017402763798599,5.6772927018749664e-05,0.271015,0.703315,0.02568,0.000216921570336,0.0005673296652275,2.138231832304882e-05,0.2543149999999999,0.71848,0.027195,89.265,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,mistral-7b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.535,2.0,0.8076000000000001,0.805565,0.8648,0.15824,0.181405,0.10999,0.034155,0.01303,0.0252049999999999,0.2882475413382053,0.0559344814158975,0.0119436992914415,0.3633565545082092,0.0828303636983036,0.0058956529945134,0.8398188561201095,0.1066137883812188,0.0244039601413532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,mistral-7b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.265,2.0,0.35767,0.35682,0.404725,0.61144,0.631615,0.56494,0.0308749999999999,0.01157,0.030345,0.1190763007849454,0.2147753830999135,0.0104339215904473,0.1717216031625866,0.3049656912684441,0.0055795041262171,0.3864673435688018,0.5482381179928779,0.0291757378261535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,mistral-7b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.535,5.0,0.29521,0.23127,0.48168,0.40534,0.38482,0.2563,0.29942,0.38391,0.262015,0.119761087372899,0.1640065543353557,0.1227299902588128,0.1071319997310638,0.1789422951638698,0.1809652764350175,0.4667007505893707,0.2481063820421695,0.2534820280969142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,mistral-7b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.265,5.0,0.230625,0.16745,0.353575,0.512885,0.4748199999999999,0.41073,0.256475,0.35774,0.235675,0.0951413758099078,0.2130728527903556,0.1070780218578874,0.079926886409521,0.2280696600675582,0.1735192731022834,0.3422300525009631,0.3984830401837825,0.2276872109621762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,mistral-7b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.535,6.0,0.3752399999999999,0.22668,0.53102,0.4007799999999999,0.4415,0.208855,0.2239749999999999,0.33181,0.260105,0.1776081625372171,0.1909777395427226,0.106970078125596,0.1305607475340366,0.2544144660234451,0.1904183633625507,0.5228483587503433,0.2055415667593478,0.2560711432248354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,mistral-7b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.265,6.0,0.18602,0.1566449999999999,0.31935,0.6499699999999999,0.572555,0.472335,0.164015,0.27082,0.208305,0.0876662793569266,0.3109288163483142,0.0774980112444608,0.0911205992102622,0.3335840590298175,0.1568910855799913,0.3122850321233272,0.4642488807439804,0.2039598768576979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,mistral-7b,False,0.0003886083868564,8.371608391824511e-05,3.451568350101084e-05,0.781555,0.158005,0.0604199999999999,0.0006458313597249,0.0001871797623607,0.0001296278121117,0.687515,0.1893349999999999,0.12314,0.0006790863713831,6.033679101164448e-05,5.6250252737294985e-05,0.8564450000000001,0.075005,0.06855,0.0011523842105816,0.0005922621330682,0.0002364080655751,0.577035,0.29276,0.130205,0.0004990119086869,0.0002061530425634,6.860641003640012e-05,0.665925,0.25046,0.083645,5.535,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,mistral-7b,False,0.0001446862678676,0.0002686210427782,3.0829494073713426e-05,0.303995,0.63234,0.063675,0.0002237691789559,0.0007120531445252,0.0001337589402055,0.199305,0.686355,0.114345,0.0002044479038886,0.0005294878033765,5.677804431342388e-05,0.262365,0.662335,0.0753,0.0005376927558244,0.0015870416304096,0.0002074758594971,0.2335449999999999,0.6682,0.098245,0.0001916599817149,0.0007205730224995,5.453421383662583e-05,0.1883,0.75066,0.06105,89.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
