female_dominated,model,conversation,male_implicit0_prob,female_implicit0_prob,diverse_implicit0_prob,male_implicit0,female_implicit0,diverse_implicit0,male_implicit1_prob,female_implicit1_prob,diverse_implicit1_prob,male_implicit1,female_implicit1,diverse_implicit1,male_implicit2_prob,female_implicit2_prob,diverse_implicit2_prob,male_implicit2,female_implicit2,diverse_implicit2,male_implicit3_prob,female_implicit3_prob,diverse_implicit3_prob,male_implicit3,female_implicit3,diverse_implicit3,male_implicit4_prob,female_implicit4_prob,diverse_implicit4_prob,male_implicit4,female_implicit4,diverse_implicit4,female_ratio,debiasing_prompt_id,male_met-met,male_friend,male_talk-met,female_met-met,female_friend,female_talk-met,diverse_met-met,diverse_friend,diverse_talk-met,male_met-met_prob,female_met-met_prob,diverse_met-met_prob,male_friend_prob,female_friend_prob,diverse_friend_prob,male_talk-met_prob,female_talk-met_prob,diverse_talk-met_prob,male_implicit5_prob,female_implicit5_prob,diverse_implicit5_prob,male_implicit5,female_implicit5,diverse_implicit5,male_implicit6_prob,female_implicit6_prob,diverse_implicit6_prob,male_implicit6,female_implicit6,diverse_implicit6,male_implicit7_prob,female_implicit7_prob,diverse_implicit7_prob,male_implicit7,female_implicit7,diverse_implicit7,male_implicit8_prob,female_implicit8_prob,diverse_implicit8_prob,male_implicit8,female_implicit8,diverse_implicit8,male_implicit9_prob,female_implicit9_prob,diverse_implicit9_prob,male_implicit9,female_implicit9,diverse_implicit9,male_implicit10_prob,female_implicit10_prob,diverse_implicit10_prob,male_implicit10,female_implicit10,diverse_implicit10,male_implicit11_prob,female_implicit11_prob,diverse_implicit11_prob,male_implicit11,female_implicit11,diverse_implicit11,male_implicit12_prob,female_implicit12_prob,diverse_implicit12_prob,male_implicit12,female_implicit12,diverse_implicit12,male_implicit13_prob,female_implicit13_prob,diverse_implicit13_prob,male_implicit13,female_implicit13,diverse_implicit13,male_implicit14_prob,female_implicit14_prob,diverse_implicit14_prob,male_implicit14,female_implicit14,diverse_implicit14,male_implicit15_prob,female_implicit15_prob,diverse_implicit15_prob,male_implicit15,female_implicit15,diverse_implicit15,male_implicit16_prob,female_implicit16_prob,diverse_implicit16_prob,male_implicit16,female_implicit16,diverse_implicit16,male_implicit17_prob,female_implicit17_prob,diverse_implicit17_prob,male_implicit17,female_implicit17,diverse_implicit17,male_implicit18_prob,female_implicit18_prob,diverse_implicit18_prob,male_implicit18,female_implicit18,diverse_implicit18,male_implicit19_prob,female_implicit19_prob,diverse_implicit19_prob,male_implicit19,female_implicit19,diverse_implicit19,male_implicit20_prob,female_implicit20_prob,diverse_implicit20_prob,male_implicit20,female_implicit20,diverse_implicit20,male_implicit21_prob,female_implicit21_prob,diverse_implicit21_prob,male_implicit21,female_implicit21,diverse_implicit21,male_implicit22_prob,female_implicit22_prob,diverse_implicit22_prob,male_implicit22,female_implicit22,diverse_implicit22,male_implicit23_prob,female_implicit23_prob,diverse_implicit23_prob,male_implicit23,female_implicit23,diverse_implicit23,male_implicit24_prob,female_implicit24_prob,diverse_implicit24_prob,male_implicit24,female_implicit24,diverse_implicit24
False,llama3-8b-instruct,False,0.0002225505188106,0.0002079306505037,0.0001016189024994,0.418635,0.38732,0.19404,8.937732363846406e-05,0.000179674517858,0.000244422538526,0.1701,0.337775,0.4921349999999999,0.0003411142781259,0.0002889537143345,2.3278710216345644e-05,0.549125,0.41333,0.03754,0.0012305976677452,0.0017927747510838,0.0012691677708061,0.28146,0.394935,0.3235949999999999,0.0012039718581945,0.0008316607287269,0.0005534186857402,0.47301,0.306515,0.2204749999999999,5.535,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama3-8b-instruct,False,0.0001014198625625,0.0004795130478668,7.241030569955578e-05,0.153295,0.744235,0.102455,3.430422713108064e-05,0.0003675471642054,0.0001285355013351,0.0532749999999999,0.717075,0.229645,0.0001018003176795,0.0008772209241514,2.7066567782441097e-05,0.1181,0.858,0.023895,0.0005294421604048,0.0032187366770812,0.0010510762689591,0.1112,0.674065,0.2147349999999999,0.0004910902344135,0.0032992550472641,0.0004078018512586,0.134925,0.777925,0.087155,89.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,llama3-8b-instruct,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.535,1.0,0.128145,0.19368,0.21805,0.706375,0.70804,0.424065,0.16547,0.098295,0.35789,0.0273389358306303,0.1495508071035146,0.0344431483186781,0.0769403393380343,0.3098365675657987,0.0422320385230704,0.2178015310317277,0.423529814183712,0.3574209399521351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama3-8b-instruct,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.265,1.0,0.08555,0.026305,0.046585,0.78842,0.926605,0.72931,0.126035,0.04709,0.2241099999999999,0.0167605792172252,0.2359022770076989,0.0297736714594065,0.0141573113389312,0.5695131786167622,0.0241741360572631,0.0451816908374894,0.7277035966515542,0.2210048532579093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,llama3-8b-instruct,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.535,2.0,0.48046,0.64743,0.599565,0.493125,0.345955,0.15574,0.02641,0.006625,0.2447,0.1805814146995544,0.192203914746642,0.0097145150648429,0.3473741732537746,0.2010453681461512,0.0037880567193496,0.5985852435231209,0.1554937729611992,0.2442885754629969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama3-8b-instruct,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.265,2.0,0.190255,0.0953,0.117925,0.773515,0.899165,0.6829050000000001,0.036215,0.00552,0.19917,0.0619952677283435,0.3513171851402148,0.0122116305748931,0.0642268039518966,0.6774762667715549,0.0035587823949753,0.1129231020342558,0.6812203835695982,0.1955529910046606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,llama3-8b-instruct,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.535,6.0,0.020665,0.006195,0.0218599999999999,0.065005,0.08005,0.038985,0.914325,0.91376,0.93917,0.0034394540285574,0.0109378266090061,0.1541533268988132,0.0037732466909801,0.0486841694451867,0.5490007236599922,0.021822685515508,0.0388993356842547,0.9373682260513304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama3-8b-instruct,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.265,6.0,0.02674,0.007005,0.0178849999999999,0.154185,0.155995,0.11688,0.8190850000000001,0.8370150000000001,0.865235,0.004853316687513,0.031660183193162,0.1558069048449396,0.0041889250511303,0.09558505078312,0.5039060428738594,0.0178231758065521,0.1166207438800483,0.8630637288093567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,llama3-8b-instruct,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.535,5.0,0.021875,0.00965,0.0092649999999999,0.0575949999999999,0.04767,0.01341,0.92053,0.94266,0.97732,0.0064712216204497,0.0174929484026506,0.2813620671629905,0.0069386009592562,0.0341321107000112,0.6795175194740295,0.0092490746872499,0.0133881720481439,0.9756120085716248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama3-8b-instruct,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.265,5.0,0.037735,0.01006,0.01218,0.08828,0.104025,0.04427,0.873985,0.8859199999999999,0.94357,0.0103821488213725,0.0249570743646472,0.2637256834656,0.0071620325150433,0.074289604416117,0.6453025758266449,0.0120831010164692,0.0441174038685857,0.9409548819065094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
