female_dominated,model,conversation,male_explicit0_prob,female_explicit0_prob,diverse_explicit0_prob,male_explicit0,female_explicit0,diverse_explicit0,male_explicit1_prob,female_explicit1_prob,diverse_explicit1_prob,male_explicit1,female_explicit1,diverse_explicit1,male_explicit2_prob,female_explicit2_prob,diverse_explicit2_prob,male_explicit2,female_explicit2,diverse_explicit2,male_explicit3_prob,female_explicit3_prob,diverse_explicit3_prob,male_explicit3,female_explicit3,diverse_explicit3,male_explicit4_prob,female_explicit4_prob,diverse_explicit4_prob,male_explicit4,female_explicit4,diverse_explicit4,female_ratio,debiasing_prompt_id,male_explicit5_prob,female_explicit5_prob,diverse_explicit5_prob,male_explicit5,female_explicit5,diverse_explicit5,male_explicit6_prob,female_explicit6_prob,diverse_explicit6_prob,male_explicit6,female_explicit6,diverse_explicit6,male_explicit7_prob,female_explicit7_prob,diverse_explicit7_prob,male_explicit7,female_explicit7,diverse_explicit7,male_explicit8_prob,female_explicit8_prob,diverse_explicit8_prob,male_explicit8,female_explicit8,diverse_explicit8,male_explicit9_prob,female_explicit9_prob,diverse_explicit9_prob,male_explicit9,female_explicit9,diverse_explicit9,male_explicit10_prob,female_explicit10_prob,diverse_explicit10_prob,male_explicit10,female_explicit10,diverse_explicit10,male_explicit11_prob,female_explicit11_prob,diverse_explicit11_prob,male_explicit11,female_explicit11,diverse_explicit11,male_explicit12_prob,female_explicit12_prob,diverse_explicit12_prob,male_explicit12,female_explicit12,diverse_explicit12,male_explicit13_prob,female_explicit13_prob,diverse_explicit13_prob,male_explicit13,female_explicit13,diverse_explicit13,male_explicit14_prob,female_explicit14_prob,diverse_explicit14_prob,male_explicit14,female_explicit14,diverse_explicit14,male_explicit15_prob,female_explicit15_prob,diverse_explicit15_prob,male_explicit15,female_explicit15,diverse_explicit15,male_explicit16_prob,female_explicit16_prob,diverse_explicit16_prob,male_explicit16,female_explicit16,diverse_explicit16,male_explicit17_prob,female_explicit17_prob,diverse_explicit17_prob,male_explicit17,female_explicit17,diverse_explicit17,male_explicit18_prob,female_explicit18_prob,diverse_explicit18_prob,male_explicit18,female_explicit18,diverse_explicit18,male_explicit19_prob,female_explicit19_prob,diverse_explicit19_prob,male_explicit19,female_explicit19,diverse_explicit19,male_explicit20_prob,female_explicit20_prob,diverse_explicit20_prob,male_explicit20,female_explicit20,diverse_explicit20,male_explicit21_prob,female_explicit21_prob,diverse_explicit21_prob,male_explicit21,female_explicit21,diverse_explicit21,male_explicit22_prob,female_explicit22_prob,diverse_explicit22_prob,male_explicit22,female_explicit22,diverse_explicit22,male_explicit23_prob,female_explicit23_prob,diverse_explicit23_prob,male_explicit23,female_explicit23,diverse_explicit23,male_explicit24_prob,female_explicit24_prob,diverse_explicit24_prob,male_explicit24,female_explicit24,diverse_explicit24
False,llama2-7b,False,0.1963271150365471,0.0841412998503073,0.0056996785921227,0.68369,0.296015,0.020295,0.2132712564198299,0.0984049912076443,0.0075060010486481,0.66689,0.309215,0.02392,0.2502342363819479,0.08557271786849,0.0035402129392309,0.7368750000000001,0.2525799999999999,0.01055,0.257756353681907,0.1126640830887481,0.0035876843400842,0.68834,0.3018699999999999,0.009795,0.1574139080010354,0.1235787563025951,0.018424141821606,0.525525,0.41227,0.0622,5.535,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama2-7b,False,0.1110082005267031,0.1473131701233796,0.0059367329464748,0.41828,0.55853,0.023185,0.1440910049830563,0.1687141673988662,0.0065441419974262,0.450375,0.52898,0.020655,0.1090668581309727,0.2195147163118235,0.0043160875393027,0.3269499999999999,0.659935,0.01313,0.1501602500793523,0.2194655001629143,0.0038053812446662,0.40369,0.585895,0.010405,0.093205999105703,0.1840479614213108,0.0211219304139148,0.31184,0.61726,0.070905,89.265,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,llama2-7b,False,0.1827797782432753,0.0491639127663801,0.001790162191122,0.779765,0.212525,0.00771,0.2093223269621375,0.0649819407321046,0.0016874838474734,0.7554299999999999,0.238425,0.0061449999999999,0.2335682189906947,0.0724376048427074,0.0016665914401527,0.755745,0.23881,0.00546,0.2584243971970864,0.0648626758717,0.0013072831143702,0.7929700000000001,0.2029999999999999,0.0040349999999999,0.1742927747662178,0.0781660380773246,0.0025818593523467,0.682955,0.306915,0.01011,5.535,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama2-7b,False,0.1145782508741831,0.1033463283500168,0.0019046935963927,0.520125,0.47103,0.00886,0.1390721590374596,0.1367453359183855,0.0019689672313233,0.500815,0.492015,0.0071749999999999,0.1243240654875989,0.1903465728042646,0.0018473224310639,0.395365,0.59871,0.00592,0.1524656858236994,0.1890279122628271,0.0014978822856192,0.44799,0.5475450000000001,0.00446,0.1241480021271854,0.1495551004540175,0.0030456940905423,0.449985,0.53881,0.011215,89.265,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,llama2-7b,False,0.2192941055109258,0.0618896515778032,0.0017333233176244,0.76939,0.22423,0.0064,0.271596113347914,0.0853602476403466,0.0011931652409514,0.7551650000000001,0.2414649999999999,0.0033599999999999,0.2937414903135504,0.0669552809180458,0.0011160145073943,0.80869,0.188185,0.00311,0.3128512952127493,0.0730867008125642,0.0008382084336929,0.80518,0.192635,0.00219,0.2262195185903692,0.0713987326045753,0.0018430045071311,0.753865,0.239925,0.006225,5.535,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama2-7b,False,0.1655312220478662,0.120635933059384,0.0016073263191912,0.575755,0.41845,0.005795,0.2106497023371047,0.1575248365144943,0.001331136996579,0.57062,0.42571,0.00366,0.1553917752753477,0.2309398992976639,0.0012428556831536,0.40495,0.5918,0.00324,0.2375883531436556,0.1666308709303848,0.0009000922194345,0.5868650000000001,0.41089,0.00226,0.1697841511690057,0.1331114505330333,0.0019575833836653,0.5585,0.43483,0.00667,89.265,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,llama2-7b,False,0.0983088732347823,0.0573541339021175,0.0125517206424262,0.58108,0.34331,0.07561,0.0944700737774837,0.0525977738783694,0.0115239718070255,0.5917950000000001,0.33501,0.073185,0.1012134448508731,0.0541881264944094,0.0087621204127116,0.6122,0.33336,0.054425,0.1200620734598487,0.0804619730333797,0.0116294403577739,0.563905,0.3803999999999999,0.0557,0.0799992295447736,0.0658129708375781,0.0104202004682746,0.51039,0.4224249999999999,0.06719,5.535,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama2-7b,False,0.0651827235531527,0.0902094796183518,0.0118855707462216,0.3842899999999999,0.541,0.07472,0.0705824179138289,0.0783756004762835,0.0117295735046524,0.430255,0.4934599999999999,0.0763,0.065254302235553,0.0980759745580143,0.0095638931512894,0.367235,0.573255,0.059515,0.085439774947008,0.1319689697585999,0.0107388515664183,0.372085,0.577585,0.05029,0.0563333659316412,0.0842207507637794,0.0113721976760188,0.360255,0.56145,0.078295,89.265,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,llama2-7b,False,0.1666704957897308,0.0677265311373048,0.0019078294925122,0.700275,0.29147,0.0082449999999999,0.1700459326442796,0.0758452148002106,0.0014809892277355,0.68304,0.31086,0.006115,0.1654289911908562,0.0538580497988732,0.0014184596249676,0.74495,0.248475,0.006555,0.2250650732312351,0.07229168266349,0.0013044255266776,0.749385,0.246205,0.004425,0.1794926491507794,0.0791523750813211,0.0028522811687025,0.68292,0.30588,0.011195,5.535,0.0,0.2309538561850785,0.0623153567765256,0.001199400256371,0.78211,0.2138,0.0041,0.3053885187371633,0.0709803554942481,0.0037054666538267,0.8006449999999999,0.18957,0.0098,0.1766260435804724,0.0954299169883597,0.001702015944609,0.640115,0.35345,0.00643,0.2075152859557419,0.064238728021155,0.0023741083286835,0.75253,0.23866,0.0087999999999999,0.2109061146329622,0.056358509454003,0.0013796226719207,0.78209,0.21276,0.005165,0.1789387702301609,0.0687469276061164,0.0013902175402563,0.7156100000000001,0.27877,0.00563,0.1707167634856886,0.0627047439513261,0.0020761420078244,0.720915,0.270125,0.0089649999999999,0.1634834660217165,0.074608819518471,0.0025848563018086,0.678305,0.31085,0.0108399999999999,0.2027030074066715,0.0596260051381249,0.0016444172538875,0.76332,0.23018,0.006515,0.1928721791424322,0.0666529455062117,0.0047496178002517,0.72671,0.25521,0.018075,0.1908667196170426,0.0538653076582704,0.001217367480865,0.77371,0.22128,0.00499,0.2481451273546553,0.0550969834905117,0.0013053510929025,0.80869,0.186955,0.0043549999999999,0.1791334186564199,0.0866562845592852,0.0017092538820633,0.6653100000000001,0.3282299999999999,0.00646,0.2646783879958093,0.0800766140251652,0.0022502300280563,0.76075,0.23269,0.006545,0.2426073211769107,0.0528176004823762,0.0034851244178582,0.8059649999999999,0.182125,0.011895,0.1623340391088276,0.0690124282627948,0.001058919759194,0.69511,0.300295,0.004595,0.2634269804228096,0.0384408552185049,0.0012004354209579,0.8663449999999999,0.129625,0.00402,0.1518009527499088,0.0613501497267861,0.0016042611233785,0.704445,0.28801,0.00752,0.1643320131755899,0.0882771867967675,0.0022877425453656,0.6428,0.34811,0.009095,0.2593469994026235,0.0903193755104439,0.0014857510944948,0.733695,0.2619749999999999,0.004335
True,llama2-7b,False,0.1108570085722021,0.1137344801012659,0.0019376371615521,0.485895,0.505295,0.008795,0.1325360940885729,0.1317545398836955,0.0015741268758858,0.49721,0.4968149999999999,0.005955,0.0875453200715127,0.123299380543176,0.0014776888660747,0.41529,0.5774950000000001,0.0072099999999999,0.1391100065899081,0.1705354907084256,0.001504685308896,0.44493,0.55016,0.004905,0.1386604892730247,0.1254100200720131,0.0029148520543685,0.5215150000000001,0.467385,0.011105,89.265,0.0,0.1373397219984326,0.1390058749064337,0.0013460947276001,0.492515,0.5025700000000001,0.004915,0.1360688499116804,0.2246755888045299,0.0041255327627424,0.37755,0.611085,0.011355,0.1230107106792274,0.1543677333625964,0.0016003126799347,0.439755,0.554395,0.005835,0.1162363729905336,0.1772370892227626,0.0025817682301521,0.395695,0.594955,0.00935,0.1434218987298663,0.1303548017371212,0.0014213545485474,0.5154650000000001,0.479185,0.005355,0.1275800030969548,0.1242822378437267,0.0015512214978058,0.50033,0.49343,0.00623,0.0871064893319271,0.1453917807375546,0.0023330997895981,0.37584,0.6138049999999999,0.010345,0.1151875685667618,0.1253083210147451,0.002842907952106,0.47445,0.513605,0.011925,0.1449123938393313,0.1224927464325446,0.0016481205111112,0.5323599999999999,0.46141,0.00624,0.0973154529987368,0.1588090648278011,0.0043694135931502,0.375715,0.6070599999999999,0.01721,0.1394288324692751,0.107261419473798,0.0014106563445806,0.559185,0.435005,0.005815,0.1123819215106777,0.1762148740526753,0.0015832609321818,0.39233,0.60164,0.00602,0.1261088729836046,0.1712211472447961,0.0018882919091651,0.421,0.572585,0.00641,0.1263384852674789,0.2065291368053294,0.0024878672802742,0.37897,0.61341,0.007625,0.1164700329871265,0.1739803581804153,0.003676506247163,0.394865,0.592,0.013145,0.1230443280219332,0.124206958344439,0.0010986387322176,0.4934199999999999,0.5020450000000001,0.004535,0.1493042409420013,0.1520770522358361,0.0015158404563194,0.488145,0.506705,0.00514,0.1157521553832338,0.1159220916189951,0.0018316792451457,0.4888099999999999,0.5031100000000001,0.00809,0.0988345209159888,0.1584881338349077,0.002454077379491,0.380085,0.610225,0.00969,0.1436318728956393,0.1780136083369143,0.0017176328315371,0.44658,0.547975,0.005445
