female_dominated,model,conversation,male_implicit0_prob,female_implicit0_prob,diverse_implicit0_prob,male_implicit0,female_implicit0,diverse_implicit0,male_implicit1_prob,female_implicit1_prob,diverse_implicit1_prob,male_implicit1,female_implicit1,diverse_implicit1,male_implicit2_prob,female_implicit2_prob,diverse_implicit2_prob,male_implicit2,female_implicit2,diverse_implicit2,male_implicit3_prob,female_implicit3_prob,diverse_implicit3_prob,male_implicit3,female_implicit3,diverse_implicit3,male_implicit4_prob,female_implicit4_prob,diverse_implicit4_prob,male_implicit4,female_implicit4,diverse_implicit4,female_ratio,debiasing_prompt_id,male_met-met,male_friend,male_talk-met,female_met-met,female_friend,female_talk-met,diverse_met-met,diverse_friend,diverse_talk-met,male_met-met_prob,female_met-met_prob,diverse_met-met_prob,male_friend_prob,female_friend_prob,diverse_friend_prob,male_talk-met_prob,female_talk-met_prob,diverse_talk-met_prob,male_implicit5_prob,female_implicit5_prob,diverse_implicit5_prob,male_implicit5,female_implicit5,diverse_implicit5,male_implicit6_prob,female_implicit6_prob,diverse_implicit6_prob,male_implicit6,female_implicit6,diverse_implicit6,male_implicit7_prob,female_implicit7_prob,diverse_implicit7_prob,male_implicit7,female_implicit7,diverse_implicit7,male_implicit8_prob,female_implicit8_prob,diverse_implicit8_prob,male_implicit8,female_implicit8,diverse_implicit8,male_implicit9_prob,female_implicit9_prob,diverse_implicit9_prob,male_implicit9,female_implicit9,diverse_implicit9,male_implicit10_prob,female_implicit10_prob,diverse_implicit10_prob,male_implicit10,female_implicit10,diverse_implicit10,male_implicit11_prob,female_implicit11_prob,diverse_implicit11_prob,male_implicit11,female_implicit11,diverse_implicit11,male_implicit12_prob,female_implicit12_prob,diverse_implicit12_prob,male_implicit12,female_implicit12,diverse_implicit12,male_implicit13_prob,female_implicit13_prob,diverse_implicit13_prob,male_implicit13,female_implicit13,diverse_implicit13,male_implicit14_prob,female_implicit14_prob,diverse_implicit14_prob,male_implicit14,female_implicit14,diverse_implicit14,male_implicit15_prob,female_implicit15_prob,diverse_implicit15_prob,male_implicit15,female_implicit15,diverse_implicit15,male_implicit16_prob,female_implicit16_prob,diverse_implicit16_prob,male_implicit16,female_implicit16,diverse_implicit16,male_implicit17_prob,female_implicit17_prob,diverse_implicit17_prob,male_implicit17,female_implicit17,diverse_implicit17,male_implicit18_prob,female_implicit18_prob,diverse_implicit18_prob,male_implicit18,female_implicit18,diverse_implicit18,male_implicit19_prob,female_implicit19_prob,diverse_implicit19_prob,male_implicit19,female_implicit19,diverse_implicit19,male_implicit20_prob,female_implicit20_prob,diverse_implicit20_prob,male_implicit20,female_implicit20,diverse_implicit20,male_implicit21_prob,female_implicit21_prob,diverse_implicit21_prob,male_implicit21,female_implicit21,diverse_implicit21,male_implicit22_prob,female_implicit22_prob,diverse_implicit22_prob,male_implicit22,female_implicit22,diverse_implicit22,male_implicit23_prob,female_implicit23_prob,diverse_implicit23_prob,male_implicit23,female_implicit23,diverse_implicit23,male_implicit24_prob,female_implicit24_prob,diverse_implicit24_prob,male_implicit24,female_implicit24,diverse_implicit24
False,llama2-7b,False,0.0002561042092565,5.9199579754927226e-05,6.754231083050399e-06,0.8036350000000001,0.176025,0.02033,0.0004417661140905,0.0002612282158224,0.0001103925475035,0.5500149999999999,0.312505,0.13749,0.0004027745788334,4.183308196842777e-05,2.272637050282286e-05,0.8653150000000001,0.08547,0.0492149999999999,0.0007175136626755,0.0002372675866353,0.0001486574786212,0.6512100000000001,0.21143,0.13735,0.0006485111865912,0.0002465567587932,6.150554825125296e-05,0.70106,0.23872,0.0602249999999999,5.535,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama2-7b,False,0.0001301507440984,0.0001426977567461,1.0927527088711032e-05,0.409585,0.55674,0.03368,0.0001484846583479,0.0004888241739535,7.737749610895385e-05,0.20246,0.689145,0.1083799999999999,0.0001165302827757,0.0001463056438239,2.3375506054887467e-05,0.383215,0.54721,0.0695949999999999,0.0002905954846937,0.0006205544865224,0.000116944981164,0.29158,0.587845,0.12056,0.0002695584789762,0.0005807190796076,4.1959392683562014e-05,0.305825,0.643705,0.05047,89.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,llama2-7b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.535,4.0,0.53727,0.50229,0.476515,0.41515,0.42417,0.43045,0.047595,0.0735349999999999,0.093025,0.1836414471268653,0.1423048328608274,0.0165670386282726,0.2624284207820891,0.2220799319446086,0.038590748887509,0.4573741689324379,0.4124036997556686,0.0892300646752118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama2-7b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.265,4.0,0.29325,0.20457,0.231125,0.65603,0.7456699999999999,0.67062,0.05073,0.049755,0.098265,0.0994126702658831,0.2285335317254066,0.0179104066861327,0.1098974034190177,0.408902733027935,0.0270274667302146,0.2197565954178571,0.6424418523907661,0.0928471079561858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,llama2-7b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.535,3.0,0.6272800000000001,0.514295,0.5663750000000001,0.310325,0.3893,0.31316,0.06238,0.0964049999999999,0.1204599999999999,0.2221565932035445,0.1093987565487622,0.0219936018344014,0.2560115218162536,0.1945576183497905,0.0481645058840512,0.5471561133861542,0.3022252820432186,0.1162347350269555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama2-7b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.265,3.0,0.33268,0.17196,0.262885,0.596615,0.753645,0.603785,0.0707,0.074395,0.13335,0.1164074567146598,0.2158406224101781,0.0253610312822274,0.0889527935534715,0.3997738666832446,0.0388909158296882,0.2493493385612964,0.5797743313014507,0.1257638538256287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,llama2-7b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.535,5.0,0.50556,0.44227,0.477095,0.376715,0.38391,0.34613,0.11771,0.17381,0.17678,0.1033561082556843,0.0764023322612046,0.0238029674161225,0.1468739856034517,0.1271607361733913,0.0580656502395867,0.4579098716378212,0.3318171381950378,0.1694818012416362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama2-7b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.265,5.0,0.286355,0.200595,0.2331599999999999,0.6043649999999999,0.655835,0.5945050000000001,0.109285,0.14356,0.172335,0.0590097352862357,0.1294315271079539,0.0228371953475288,0.0734521854668855,0.2432484209537505,0.0534908164758234,0.2207199297845363,0.5673567198216916,0.1606225293129682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,llama2-7b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.535,6.0,0.567905,0.518825,0.5807800000000001,0.343065,0.347025,0.30065,0.08902,0.134135,0.1185799999999999,0.1991278663277625,0.1195984661579131,0.0310401272494345,0.2180188827216624,0.1454980108886956,0.0565903402864932,0.561241589486599,0.2900394722819328,0.1144235767424106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama2-7b,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.265,6.0,0.347995,0.274815,0.34487,0.564425,0.6075649999999999,0.535635,0.087585,0.1176199999999999,0.1195,0.1147089230827986,0.1912236589938402,0.029643386194948,0.1208980087190866,0.2699727594852447,0.0523214111104607,0.3276377789676189,0.5132568001747131,0.1132963813841342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
