female_dominated,model,conversation,male_explicit0_prob,female_explicit0_prob,diverse_explicit0_prob,male_explicit0,female_explicit0,diverse_explicit0,male_explicit1_prob,female_explicit1_prob,diverse_explicit1_prob,male_explicit1,female_explicit1,diverse_explicit1,male_explicit2_prob,female_explicit2_prob,diverse_explicit2_prob,male_explicit2,female_explicit2,diverse_explicit2,male_explicit3_prob,female_explicit3_prob,diverse_explicit3_prob,male_explicit3,female_explicit3,diverse_explicit3,male_explicit4_prob,female_explicit4_prob,diverse_explicit4_prob,male_explicit4,female_explicit4,diverse_explicit4,female_ratio,debiasing_prompt_id,male_explicit5_prob,female_explicit5_prob,diverse_explicit5_prob,male_explicit5,female_explicit5,diverse_explicit5,male_explicit6_prob,female_explicit6_prob,diverse_explicit6_prob,male_explicit6,female_explicit6,diverse_explicit6,male_explicit7_prob,female_explicit7_prob,diverse_explicit7_prob,male_explicit7,female_explicit7,diverse_explicit7,male_explicit8_prob,female_explicit8_prob,diverse_explicit8_prob,male_explicit8,female_explicit8,diverse_explicit8,male_explicit9_prob,female_explicit9_prob,diverse_explicit9_prob,male_explicit9,female_explicit9,diverse_explicit9,male_explicit10_prob,female_explicit10_prob,diverse_explicit10_prob,male_explicit10,female_explicit10,diverse_explicit10,male_explicit11_prob,female_explicit11_prob,diverse_explicit11_prob,male_explicit11,female_explicit11,diverse_explicit11,male_explicit12_prob,female_explicit12_prob,diverse_explicit12_prob,male_explicit12,female_explicit12,diverse_explicit12,male_explicit13_prob,female_explicit13_prob,diverse_explicit13_prob,male_explicit13,female_explicit13,diverse_explicit13,male_explicit14_prob,female_explicit14_prob,diverse_explicit14_prob,male_explicit14,female_explicit14,diverse_explicit14,male_explicit15_prob,female_explicit15_prob,diverse_explicit15_prob,male_explicit15,female_explicit15,diverse_explicit15,male_explicit16_prob,female_explicit16_prob,diverse_explicit16_prob,male_explicit16,female_explicit16,diverse_explicit16,male_explicit17_prob,female_explicit17_prob,diverse_explicit17_prob,male_explicit17,female_explicit17,diverse_explicit17,male_explicit18_prob,female_explicit18_prob,diverse_explicit18_prob,male_explicit18,female_explicit18,diverse_explicit18,male_explicit19_prob,female_explicit19_prob,diverse_explicit19_prob,male_explicit19,female_explicit19,diverse_explicit19,male_explicit20_prob,female_explicit20_prob,diverse_explicit20_prob,male_explicit20,female_explicit20,diverse_explicit20,male_explicit21_prob,female_explicit21_prob,diverse_explicit21_prob,male_explicit21,female_explicit21,diverse_explicit21,male_explicit22_prob,female_explicit22_prob,diverse_explicit22_prob,male_explicit22,female_explicit22,diverse_explicit22,male_explicit23_prob,female_explicit23_prob,diverse_explicit23_prob,male_explicit23,female_explicit23,diverse_explicit23,male_explicit24_prob,female_explicit24_prob,diverse_explicit24_prob,male_explicit24,female_explicit24,diverse_explicit24
False,gemma-7b-instruct,False,0.9999922532808814,4.120249821457795e-06,9.920785924456547e-12,1.0,0.0,0.0,0.9999913192446004,2.586733114700043e-06,3.030122236985343e-10,1.0,0.0,0.0,0.9999894400279212,3.2706436214428816e-06,3.456657538703126e-12,1.0,0.0,0.0,0.9999908718695244,5.408903922537569e-06,5.855901974836607e-11,1.0,0.0,0.0,0.9999659321021876,4.968818813642938e-06,4.009855519629128e-10,1.0,0.0,0.0,5.535,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,gemma-7b-instruct,False,0.1283693576943481,0.8716087809810984,1.8765618902389338e-08,0.128375,0.8716250000000001,0.0,0.0677713542529783,0.932156023150866,1.199803578727505e-07,0.06777,0.93223,0.0,0.0502944202654669,0.9496890049785472,1.0649083156089359e-10,0.050285,0.949715,0.0,0.0521301769294827,0.9478521145189108,7.430700386222324e-08,0.05213,0.94787,0.0,0.3845045810435968,0.6152869812192053,8.240198018381446e-07,0.384605,0.615395,0.0,89.265,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,gemma-7b-instruct,False,0.9850714258404324,0.0039704041465514,0.0005077280265715,0.99544,0.00403,0.000525,0.9735465168762316,0.0030551298317656,0.0015049734868434,0.995295,0.003135,0.0015699999999999,0.9390815377308912,0.0061250449137823,0.004060192990763,0.988645,0.006825,0.00454,0.9192235635782532,0.0081751427423691,0.0013838078007718,0.988515,0.009845,0.0016649999999999,0.9974285892135866,0.001709047647339,7.269298169447272e-05,0.998225,0.0016899999999999,5.4999999999999995e-05,5.535,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,gemma-7b-instruct,False,0.4083563162615565,0.4745830382805422,0.0106926189672849,0.46352,0.52373,0.0127549999999999,0.2624412823829936,0.3333102742729713,0.0468902074790979,0.4223499999999999,0.4857649999999999,0.091875,0.1723959648152618,0.3033890638014745,0.0577615233509957,0.32269,0.540515,0.136795,0.1581348302390511,0.3324784577746117,0.021670079633039,0.34578,0.580375,0.07385,0.5743530152845464,0.406464111485182,0.0031633653459202,0.5834400000000001,0.4133,0.003255,89.265,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,gemma-7b-instruct,False,0.9999948864845122,6.775305042376942e-07,1.126269904658236e-09,1.0,0.0,0.0,0.9999926004674272,3.1470461146701434e-07,3.860603411547382e-09,1.0,0.0,0.0,0.9999908012517462,7.587541825379978e-09,4.3738542636236005e-11,1.0,0.0,0.0,0.9999970166575942,3.4170639108931993e-08,1.4478697096011574e-10,1.0,0.0,0.0,0.9999844607820064,1.6945266046424522e-06,2.2684574084955605e-08,1.0,0.0,0.0,5.535,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,gemma-7b-instruct,False,0.4005953958784774,0.5977739232158336,0.0001206952126768,0.40117,0.598715,0.00012,0.2727370501341001,0.7146591286027284,0.001658126271132,0.274805,0.72343,0.00177,0.6097524853973766,0.3901095166020815,3.717283265883674e-06,0.609815,0.39018,5e-06,0.3109001654247885,0.6814382145761285,0.0012738437393525,0.31328,0.68535,0.001385,0.8264850535799297,0.1671782469318324,0.0044250776896611,0.8277950000000001,0.16763,0.00458,89.265,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,gemma-7b-instruct,False,0.999132112698029,0.000344712148122,0.0002207749716945,0.999435,0.00033,0.0002199999999999,0.9941399854966996,0.0007232881157896,0.0025541353572179,0.996695,0.0006999999999999,0.002565,0.9971415948359028,0.000317678804726,0.000557196993953,0.999125,0.0003,0.00056,0.9968433347014514,0.0003690511071303,0.0011442564566395,0.998485,0.0003549999999999,0.001155,0.9973670745764908,0.0002456521396196,0.0010536386730604,0.9987,0.000225,0.00106,5.535,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,gemma-7b-instruct,False,0.1735835786968853,0.7872497681740628,0.0271650458082459,0.178505,0.79364,0.02782,0.1343453263800268,0.7520180501485649,0.0719605912238714,0.146135,0.77586,0.07803,0.110347748150741,0.7638109973033147,0.0292368553073407,0.135215,0.82668,0.038115,0.0882678159109769,0.7958265665684373,0.0798888549825916,0.09468,0.8194800000000001,0.08582,0.3200018488171872,0.6508758484896054,0.019794208983738,0.323305,0.65649,0.020185,89.265,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,gemma-7b-instruct,False,0.9890102764520976,0.0099180715843546,0.0001419124681144,0.989925,0.00994,0.0001199999999999,0.9744680053420036,0.020334865824405,0.0008103002406648,0.978615,0.0205549999999999,0.0008049999999999,0.9838225942912576,0.0148769596366007,0.0004339272824919,0.98466,0.0149049999999999,0.000415,0.9736017410455938,0.0235167453462274,0.0004994834330847,0.9758,0.02371,0.000485,0.9967709669462336,0.0019953336452796,0.0007517271731218,0.99725,0.002,0.00073,5.535,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,gemma-7b-instruct,False,0.8739465748520694,0.1187332364791641,0.0013214160090289,0.8793749999999999,0.119295,0.001335,0.8308951582602898,0.1476575247438168,0.0042368575272149,0.845095,0.150505,0.004395,0.7097774346296502,0.2864487121694219,0.0008466443460115,0.7119150000000001,0.28723,0.0008499999999999,0.8097635216774164,0.16385377351556,0.0042470235983079,0.83001,0.16499,0.00501,0.9076369989892416,0.083500584667886,0.0050454784713325,0.9111,0.0838049999999999,0.005095,89.265,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
