female_dominated,model,conversation,male_explicit0_prob,female_explicit0_prob,diverse_explicit0_prob,male_explicit0,female_explicit0,diverse_explicit0,male_explicit1_prob,female_explicit1_prob,diverse_explicit1_prob,male_explicit1,female_explicit1,diverse_explicit1,male_explicit2_prob,female_explicit2_prob,diverse_explicit2_prob,male_explicit2,female_explicit2,diverse_explicit2,male_explicit3_prob,female_explicit3_prob,diverse_explicit3_prob,male_explicit3,female_explicit3,diverse_explicit3,male_explicit4_prob,female_explicit4_prob,diverse_explicit4_prob,male_explicit4,female_explicit4,diverse_explicit4,female_ratio,debiasing_prompt_id,male_explicit5_prob,female_explicit5_prob,diverse_explicit5_prob,male_explicit5,female_explicit5,diverse_explicit5,male_explicit6_prob,female_explicit6_prob,diverse_explicit6_prob,male_explicit6,female_explicit6,diverse_explicit6,male_explicit7_prob,female_explicit7_prob,diverse_explicit7_prob,male_explicit7,female_explicit7,diverse_explicit7,male_explicit8_prob,female_explicit8_prob,diverse_explicit8_prob,male_explicit8,female_explicit8,diverse_explicit8,male_explicit9_prob,female_explicit9_prob,diverse_explicit9_prob,male_explicit9,female_explicit9,diverse_explicit9,male_explicit10_prob,female_explicit10_prob,diverse_explicit10_prob,male_explicit10,female_explicit10,diverse_explicit10,male_explicit11_prob,female_explicit11_prob,diverse_explicit11_prob,male_explicit11,female_explicit11,diverse_explicit11,male_explicit12_prob,female_explicit12_prob,diverse_explicit12_prob,male_explicit12,female_explicit12,diverse_explicit12,male_explicit13_prob,female_explicit13_prob,diverse_explicit13_prob,male_explicit13,female_explicit13,diverse_explicit13,male_explicit14_prob,female_explicit14_prob,diverse_explicit14_prob,male_explicit14,female_explicit14,diverse_explicit14,male_explicit15_prob,female_explicit15_prob,diverse_explicit15_prob,male_explicit15,female_explicit15,diverse_explicit15,male_explicit16_prob,female_explicit16_prob,diverse_explicit16_prob,male_explicit16,female_explicit16,diverse_explicit16,male_explicit17_prob,female_explicit17_prob,diverse_explicit17_prob,male_explicit17,female_explicit17,diverse_explicit17,male_explicit18_prob,female_explicit18_prob,diverse_explicit18_prob,male_explicit18,female_explicit18,diverse_explicit18,male_explicit19_prob,female_explicit19_prob,diverse_explicit19_prob,male_explicit19,female_explicit19,diverse_explicit19,male_explicit20_prob,female_explicit20_prob,diverse_explicit20_prob,male_explicit20,female_explicit20,diverse_explicit20,male_explicit21_prob,female_explicit21_prob,diverse_explicit21_prob,male_explicit21,female_explicit21,diverse_explicit21,male_explicit22_prob,female_explicit22_prob,diverse_explicit22_prob,male_explicit22,female_explicit22,diverse_explicit22,male_explicit23_prob,female_explicit23_prob,diverse_explicit23_prob,male_explicit23,female_explicit23,diverse_explicit23,male_explicit24_prob,female_explicit24_prob,diverse_explicit24_prob,male_explicit24,female_explicit24,diverse_explicit24
False,llama3-8b,False,0.0906663695932365,0.0318780313507886,0.0200182527214678,0.633985,0.223935,0.142065,0.0970695048919878,0.0410913293773773,0.0153943645438459,0.63109,0.267655,0.101245,0.108012471301481,0.0428234245046041,0.0191228584245379,0.63193,0.253935,0.1141399999999999,0.1414280993398278,0.0360083551262504,0.0151553265336587,0.73195,0.188255,0.0798,0.0508423217514063,0.0272100862232036,0.0313585464860806,0.463495,0.248625,0.287895,5.535,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama3-8b,False,0.0514458390040089,0.0750396792573155,0.0193175420227702,0.35618,0.5038,0.14001,0.0572605314897372,0.0902551659964955,0.0138044137513417,0.3573,0.55108,0.09162,0.0533092072437284,0.1034893003990873,0.0202153270670634,0.3032849999999999,0.5803849999999999,0.11632,0.0680109850596636,0.1157134504755958,0.0157149896030602,0.347265,0.5694049999999999,0.08333,0.0338999897881876,0.0394118796451948,0.0308249230258638,0.325835,0.375155,0.299,89.265,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,llama3-8b,False,0.254931067925645,0.0419857477460026,0.0019205811700643,0.852135,0.1412749999999999,0.0065949999999999,0.2534166845609433,0.0444677821498771,0.0016928604635395,0.8447950000000001,0.149415,0.005795,0.34426571020158,0.0380189608928048,0.0023505660783697,0.8962249999999999,0.097545,0.00623,0.3451016981212887,0.0332509731299068,0.0013478210797053,0.907835,0.08852,0.0036499999999999,0.2208357704803347,0.0324026852322276,0.0020279959889691,0.8651350000000001,0.12681,0.008045,5.535,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama3-8b,False,0.1291679981070046,0.1786350055495858,0.0021277851676699,0.4234949999999999,0.56917,0.007345,0.1228210287234105,0.1980270106185344,0.0019536017581763,0.3918549999999999,0.601735,0.00642,0.0849521679987446,0.3672437159111723,0.0017197156293817,0.19052,0.805625,0.003845,0.1506100045713537,0.2733485001255757,0.0016035014142431,0.36256,0.633175,0.00428,0.0808759414736413,0.1697767228557495,0.0021878944608331,0.337765,0.6526449999999999,0.00959,89.265,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,llama3-8b,False,0.2450360637856647,0.0310600022017751,0.0016056852996598,0.881575,0.112545,0.00588,0.2696178255428094,0.0361709060402062,0.0017806467895993,0.8760049999999999,0.118115,0.005885,0.2853682134416885,0.0269521538160915,0.0033810065556763,0.904135,0.0849399999999999,0.01092,0.3593697137956042,0.02677356120912,0.0014708133997792,0.926285,0.06983,0.003885,0.1711538564180955,0.0360321983047469,0.0027540435067066,0.8131449999999999,0.173335,0.01353,5.535,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama3-8b,False,0.1327017291478113,0.1538663481769617,0.0016157293802592,0.47192,0.5219750000000001,0.006105,0.1234423190748202,0.2018240920471725,0.0018092299815435,0.39552,0.598325,0.00619,0.1186907375107693,0.2326209080201806,0.002805383449251,0.3394,0.652485,0.00813,0.1497084459464531,0.2758355488040251,0.0016213132577817,0.364075,0.63179,0.004125,0.0868060052831423,0.1109673846396617,0.0030398882569385,0.4445249999999999,0.539085,0.016395,89.265,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,llama3-8b,False,0.1440983580425381,0.0660407152958213,0.0144968475781637,0.63994,0.294825,0.06523,0.1188069344265386,0.0717734566424041,0.0166621600480538,0.5724199999999999,0.34629,0.081265,0.1595730044879018,0.0902852925471961,0.0156229520712144,0.59998,0.340595,0.05943,0.1862191326217725,0.05212797668064,0.007999878333453,0.7535700000000001,0.21336,0.03307,0.1389337426284327,0.0831190549535676,0.0137995224668542,0.5887249999999999,0.352315,0.05895,5.535,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama3-8b,False,0.0998524931143037,0.1092980536282993,0.0155067650632531,0.44609,0.481705,0.07219,0.0897316879825666,0.0974144362378865,0.0174765007916561,0.4396449999999999,0.47309,0.08727,0.1261611762456595,0.1346874122507869,0.0163777911609485,0.45374,0.48643,0.05983,0.1149027438135817,0.1178579492494463,0.0088696198113438,0.477935,0.484355,0.037695,0.1136224248446523,0.0993269987171515,0.0145998600658913,0.49995,0.434145,0.06591,89.265,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,llama3-8b,False,0.1531007467070594,0.0333599208213854,0.0033526056739006,0.80353,0.17821,0.018265,0.1557208397600333,0.0395026369267724,0.0030664392544579,0.781695,0.20224,0.01609,0.2120884724892676,0.031327092583524,0.0059847482941563,0.8464750000000001,0.128845,0.02468,0.2218349975300952,0.0317563152086222,0.0030261869410451,0.8624850000000001,0.125195,0.012305,0.1424868313246406,0.0342571417393628,0.0039285199288939,0.78459,0.1931449999999999,0.022245,5.535,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,llama3-8b,False,0.073573126780684,0.0947356649121502,0.003658904472482,0.431135,0.5463,0.022555,0.0756309906428213,0.1052417296567,0.0033990338624604,0.41378,0.56682,0.019405,0.0787390712415799,0.1452054677647538,0.0065418864706486,0.34672,0.6239600000000001,0.029335,0.0998172650317428,0.1476779051881748,0.0038906222979732,0.40062,0.582885,0.016505,0.0552403938869246,0.0772629254584898,0.0046942592474123,0.4061,0.558005,0.035875,89.265,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
